,Year,Sport,Event,Country,Gender,Medal Rank,Medal,Name of Athlete or Team,Age of Athlete
2134,2006,Cross-Country Skiing,Men's 50 Kilometers,Russia,Men,2,silver,Yevgeny Dementyev,23.0
2135,2006,Cross-Country Skiing,Men's 50 Kilometers,Austria,Men,3,bronze,Mikhail Botvinov,38.0
2136,2006,Cross-Country Skiing,Men's 30 km Skiathlon,Russia,Men,1,gold,Yevgeny Dementyev,23.0
2137,2006,Cross-Country Skiing,Men's 30 km Skiathlon,Norway,Men,2,silver,Frode Estil,33.0
2138,2006,Cross-Country Skiing,Men's 30 km Skiathlon,Italy,Men,3,bronze,Pietro Piller Cottrer,31.0
2139,2006,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Italy,Men,1,gold,Italy,
2140,2006,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Germany,Men,2,silver,Germany,
2141,2006,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,3,bronze,Sweden,
2142,2006,Cross-Country Skiing,Men's Team Sprint,Sweden,Men,1,gold,Sweden,
2143,2006,Cross-Country Skiing,Men's Team Sprint,Norway,Men,2,silver,Norway,
2144,2006,Cross-Country Skiing,Men's Team Sprint,Russia,Men,3,bronze,Russia,
2145,2006,Cross-Country Skiing,Women's Sprint,Canada,Women,1,gold,Chandra Crawford,22.0
2146,2006,Cross-Country Skiing,Women's Sprint,Germany,Women,2,silver,Claudia KÃ¼nzel-Nystad,28.0
2147,2006,Cross-Country Skiing,Women's Sprint,Russia,Women,3,bronze,Alyona Sidko,26.0
2148,2006,Cross-Country Skiing,Women's 10 Kilometers,Estonia,Women,1,gold,Kristina Å migun-VÃ¤hi,28.0
2149,2006,Cross-Country Skiing,Women's 10 Kilometers,Norway,Women,2,silver,Marit BjÃ¸rgen,25.0
2150,2006,Cross-Country Skiing,Women's 10 Kilometers,Norway,Women,3,bronze,Hilde Gjermundshaug Pedersen,41.0
2151,2006,Cross-Country Skiing,Women's 30 Kilometers,Czech Republic,Women,1,gold,KateÅ™ina NeumannovÃ¡,32.0
2152,2006,Cross-Country Skiing,Women's 30 Kilometers,Russia,Women,2,silver,Yuliya Chepalova,29.0
2153,2006,Cross-Country Skiing,Women's 30 Kilometers,Poland,Women,3,bronze,Justyna Kowalczyk,23.0
2154,2006,Cross-Country Skiing,Women's 15 km Skiathlon,Estonia,Women,1,gold,Kristina Å migun-VÃ¤hi,28.0
2155,2006,Cross-Country Skiing,Women's 15 km Skiathlon,Czech Republic,Women,2,silver,KateÅ™ina NeumannovÃ¡,32.0
2156,2006,Cross-Country Skiing,Women's 15 km Skiathlon,Russia,Women,3,bronze,Yevgeniya Medvedeva,29.0
2157,2006,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Russia,Women,1,gold,Russia,
2158,2006,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Germany,Women,2,silver,Germany,
2159,2006,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Italy,Women,3,bronze,Italy,
2160,2006,Cross-Country Skiing,Women's Team Sprint,Sweden,Women,1,gold,Sweden,
2161,2006,Cross-Country Skiing,Women's Team Sprint,Canada,Women,2,silver,Canada,
2162,2006,Cross-Country Skiing,Women's Team Sprint,Finland,Women,3,bronze,Finland,
2163,2006,Curling,Men's Curling,Canada,Men,1,gold,Canada,
2164,2006,Curling,Men's Curling,Finland,Men,2,silver,Finland,
2165,2006,Curling,Men's Curling,United States,Men,3,bronze,United States,
2166,2006,Curling,Women's Curling,Sweden,Women,1,gold,Sweden,
2167,2006,Curling,Women's Curling,Switzerland,Women,2,silver,Switzerland,
2168,2006,Curling,Women's Curling,Canada,Women,3,bronze,Canada,
2169,2006,Figure Skating,Men's Singles,Russia,Men,1,gold,Yevgeny Plyushchenko,23.0
2170,2006,Figure Skating,Men's Singles,Switzerland,Men,2,silver,StÃ©phane Lambiel,20.0
2171,2006,Figure Skating,Men's Singles,Canada,Men,3,bronze,Jeff Buttle,23.0
2172,2006,Figure Skating,Mixed Pairs,Russia,Mixed,1,gold,Russia-1,
2173,2006,Figure Skating,Mixed Pairs,China,Mixed,2,silver,China-1,
2174,2006,Figure Skating,Mixed Pairs,China,Mixed,3,bronze,China-3,
2175,2006,Figure Skating,Mixed Ice Dancing,Russia,Mixed,1,gold,Russia-1,
2176,2006,Figure Skating,Mixed Ice Dancing,United States,Mixed,2,silver,United States-1,
2177,2006,Figure Skating,Mixed Ice Dancing,Ukraine,Mixed,3,bronze,Ukraine-1,
2178,2006,Figure Skating,Women's Singles,Japan,Women,1,gold,Shizuka Arakawa,24.0
2179,2006,Figure Skating,Women's Singles,United States,Women,2,silver,Sasha Cohen,21.0
2180,2006,Figure Skating,Women's Singles,Russia,Women,3,bronze,Irina Slutskaya,27.0
2181,2006,Freestyle Skiing,Men's Moguls,Australia,Men,1,gold,Dale Begg-Smith,21.0
2182,2006,Freestyle Skiing,Men's Moguls,Finland,Men,2,silver,Mikko Ronkainen,27.0
2183,2006,Freestyle Skiing,Men's Moguls,United States,Men,3,bronze,Toby Dawson,27.0
2184,2006,Freestyle Skiing,Men's Aerials,China,Men,1,gold,Han Xiaopeng,22.0
2185,2006,Freestyle Skiing,Men's Aerials,Belarus,Men,2,silver,Dmitry Dashchinsky,28.0
2186,2006,Freestyle Skiing,Men's Aerials,Russia,Men,3,bronze,Vladimir Lebedev,21.0
2187,2006,Freestyle Skiing,Women's Moguls,Canada,Women,1,gold,Jennifer Heil,22.0
2188,2006,Freestyle Skiing,Women's Moguls,Norway,Women,2,silver,Kari Traa,32.0
2189,2006,Freestyle Skiing,Women's Moguls,France,Women,3,bronze,Sandra Laoura,25.0
2190,2006,Freestyle Skiing,Women's Aerials,Switzerland,Women,1,gold,Evelyne Leu,29.0
2191,2006,Freestyle Skiing,Women's Aerials,China,Women,2,silver,Li Nina,23.0
2192,2006,Freestyle Skiing,Women's Aerials,Australia,Women,3,bronze,Alisa Camplin,31.0
2193,2006,Ice Hockey,Men's Ice Hockey,Sweden,Men,1,gold,Sweden,
2194,2006,Ice Hockey,Men's Ice Hockey,Finland,Men,2,silver,Finland,
2195,2006,Ice Hockey,Men's Ice Hockey,Czech Republic,Men,3,bronze,Czech Republic,
2196,2006,Ice Hockey,Women's Ice Hockey,Canada,Women,1,gold,Canada,
2197,2006,Ice Hockey,Women's Ice Hockey,Sweden,Women,2,silver,Sweden,
2198,2006,Ice Hockey,Women's Ice Hockey,United States,Women,3,bronze,United States,
2199,2006,Luge,Men's Singles,Italy,Men,1,gold,Armin ZÃ¶ggeler,32.0
2200,2006,Luge,Men's Singles,Russia,Men,2,silver,Albert Demchenko,34.0
2201,2006,Luge,Men's Singles,Latvia,Men,3,bronze,MÄrtiÅ†Å¡ Rubenis,27.0
2202,2006,Luge,Men's Doubles,Austria,Men,1,gold,Austria-1,
2203,2006,Luge,Men's Doubles,Germany,Men,2,silver,Germany-1,
2204,2006,Luge,Men's Doubles,Italy,Men,3,bronze,Italy-1,
2205,2006,Luge,Women's Singles,Germany,Women,1,gold,Sylke Otto,36.0
2206,2006,Luge,Women's Singles,Germany,Women,2,silver,Silke Kraushaar,35.0
2207,2006,Luge,Women's Singles,Germany,Women,3,bronze,Tatjana HÃ¼fner,22.0
2208,2006,Nordic Combined,Men's Team,Austria,Men,1,gold,Austria,
2209,2006,Nordic Combined,Men's Team,Germany,Men,2,silver,Germany,
2210,2006,Nordic Combined,Men's Team,Finland,Men,3,bronze,Finland,
2211,2006,Nordic Combined,Men's Individual,Germany,Men,1,gold,Georg Hettich,27.0
2212,2006,Nordic Combined,Men's Individual,Austria,Men,2,silver,Felix Gottwald,30.0
2213,2006,Nordic Combined,Men's Individual,Norway,Men,3,bronze,Magnus Moan,22.0
2214,2006,Nordic Combined,Men's Sprint,Austria,Men,1,gold,Felix Gottwald,30.0
2215,2006,Nordic Combined,Men's Sprint,Norway,Men,2,silver,Magnus Moan,22.0
2216,2006,Nordic Combined,Men's Sprint,Germany,Men,3,bronze,Georg Hettich,27.0
2217,2006,Short-Track Speedskating,Men's 500 Meters,United States,Men,1,gold,Apolo Anton Ohno,23.0
2218,2006,Short-Track Speedskating,Men's 500 Meters,Canada,Men,2,silver,FranÃ§ois-Louis Tremblay,25.0
2219,2006,Short-Track Speedskating,Men's 500 Meters,South Korea,Men,3,bronze,An Hyeon-Su,20.0
2220,2006,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,Men,1,gold,An Hyeon-Su,20.0
2221,2006,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,Men,2,silver,Lee Ho-Seok,19.0
2222,2006,Short-Track Speedskating,"Men's 1,000 Meters",United States,Men,3,bronze,Apolo Anton Ohno,23.0
2223,2006,Short-Track Speedskating,"Men's 1,500 Meters",South Korea,Men,1,gold,An Hyeon-Su,20.0
2224,2006,Short-Track Speedskating,"Men's 1,500 Meters",South Korea,Men,2,silver,Lee Ho-Seok,19.0
2225,2006,Short-Track Speedskating,"Men's 1,500 Meters",China,Men,3,bronze,Li Jiajun,30.0
2226,2006,Short-Track Speedskating,"Men's 5,000-Meter Relay",South Korea,Men,1,gold,South Korea,
2227,2006,Short-Track Speedskating,"Men's 5,000-Meter Relay",Canada,Men,2,silver,Canada,
2228,2006,Short-Track Speedskating,"Men's 5,000-Meter Relay",United States,Men,3,bronze,United States,
2229,2006,Short-Track Speedskating,Women's 500 Meters,China,Women,1,gold,Wang Meng,20.0
2230,2006,Short-Track Speedskating,Women's 500 Meters,Bulgaria,Women,2,silver,Evgeniya Radanova,28.0
2231,2006,Short-Track Speedskating,Women's 500 Meters,Canada,Women,3,bronze,Anouk Leblanc-Boucher,21.0
2232,2006,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,Women,1,gold,Jin Seon-Yu,17.0
2233,2006,Short-Track Speedskating,"Women's 1,000 Meters",China,Women,2,silver,Wang Meng,20.0
2234,2006,Short-Track Speedskating,"Women's 1,000 Meters",China,Women,3,bronze,Yang Yang (A),29.0
2235,2006,Short-Track Speedskating,"Women's 1,500 Meters",South Korea,Women,1,gold,Jin Seon-Yu,17.0
2236,2006,Short-Track Speedskating,"Women's 1,500 Meters",South Korea,Women,2,silver,Choi Eun-Gyeong,21.0
2237,2006,Short-Track Speedskating,"Women's 1,500 Meters",China,Women,3,bronze,Wang Meng,20.0
2238,2006,Short-Track Speedskating,"Women's 3,000-Meter Relay",South Korea,Women,1,gold,South Korea,
2239,2006,Short-Track Speedskating,"Women's 3,000-Meter Relay",Canada,Women,2,silver,Canada,
2240,2006,Short-Track Speedskating,"Women's 3,000-Meter Relay",Italy,Women,3,bronze,Italy,
2241,2006,Skeleton,Men's Skeleton,Canada,Men,1,gold,Duff Gibson,39.0
2242,2006,Skeleton,Men's Skeleton,Canada,Men,2,silver,Jeff Pain,35.0
2243,2006,Skeleton,Men's Skeleton,Switzerland,Men,3,bronze,Gregor StÃ¤hli,37.0
2244,2006,Skeleton,Women's Skeleton,Switzerland,Women,1,gold,Maya Pedersen,33.0
2245,2006,Skeleton,Women's Skeleton,Britain,Women,2,silver,Shelley Rudman,24.0
2246,2006,Skeleton,Women's Skeleton,Canada,Women,3,bronze,Mellisa Hollingsworth-Richards,25.0
2247,2006,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,1,gold,Lars BystÃ¸l,27.0
2248,2006,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,2,silver,Matti HautamÃ¤ki,24.0
2249,2006,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,3,bronze,Roar LjÃ¸kelsÃ¸y,29.0
2250,2006,Ski Jumping,"Men's Large Hill, Individual",Austria,Men,1,gold,Thomas Morgenstern,19.0
2251,2006,Ski Jumping,"Men's Large Hill, Individual",Austria,Men,2,silver,Andreas Kofler,21.0
2252,2006,Ski Jumping,"Men's Large Hill, Individual",Norway,Men,3,bronze,Lars BystÃ¸l,27.0
2253,2006,Ski Jumping,"Men's Large Hill, Team",Austria,Men,1,gold,Austria,
2254,2006,Ski Jumping,"Men's Large Hill, Team",Finland,Men,2,silver,Finland,
2255,2006,Ski Jumping,"Men's Large Hill, Team",Norway,Men,3,bronze,Norway,
2256,2006,Snowboarding,Men's Parallel Giant Slalom,Switzerland,Men,1,gold,Philipp Schoch,26.0
2257,2006,Snowboarding,Men's Parallel Giant Slalom,Switzerland,Men,2,silver,Simon Schoch,27.0
2258,2006,Snowboarding,Men's Parallel Giant Slalom,Austria,Men,3,bronze,Sigi Grabner,31.0
2259,2006,Snowboarding,Men's Halfpipe,United States,Men,1,gold,Shaun White,19.0
2260,2006,Snowboarding,Men's Halfpipe,United States,Men,2,silver,Danny Kass,23.0
2261,2006,Snowboarding,Men's Halfpipe,Finland,Men,3,bronze,Markku Koski,24.0
2262,2006,Snowboarding,Men's Boardercross,United States,Men,1,gold,Seth Wescott,29.0
2263,2006,Snowboarding,Men's Boardercross,Slovakia,Men,2,silver,Radoslav Å½idek,24.0
2264,2006,Snowboarding,Men's Boardercross,France,Men,3,bronze,Paul-Henri De Le Rue,21.0
2265,2006,Snowboarding,Women's Parallel Giant Slalom,Switzerland,Women,1,gold,Daniela Meuli,24.0
2266,2006,Snowboarding,Women's Parallel Giant Slalom,Germany,Women,2,silver,Amelie Kober,18.0
2267,2006,Snowboarding,Women's Parallel Giant Slalom,United States,Women,3,bronze,Rosey Fletcher,30.0
2268,2006,Snowboarding,Women's Halfpipe,United States,Women,1,gold,Hannah Teter,19.0
2269,2006,Snowboarding,Women's Halfpipe,United States,Women,2,silver,Gretchen Bleiler,24.0
2270,2006,Snowboarding,Women's Halfpipe,Norway,Women,3,bronze,Kjersti Buaas,24.0
2271,2006,Snowboarding,Women's Boardercross,Switzerland,Women,1,gold,Tanja Frieden,30.0
2272,2006,Snowboarding,Women's Boardercross,United States,Women,2,silver,Lindsey Jacobellis,20.0
2273,2006,Snowboarding,Women's Boardercross,Canada,Women,3,bronze,Dominique Maltais,25.0
2274,2006,Speedskating,Men's 500 Meters,United States,Men,1,gold,Joey Cheek,26.0
2275,2006,Speedskating,Men's 500 Meters,Russia,Men,2,silver,Dmitry Dorofeyev,29.0
2276,2006,Speedskating,Men's 500 Meters,South Korea,Men,3,bronze,Lee Gang-Seok,20.0
2277,2006,Speedskating,"Men's 1,000 Meters",United States,Men,1,gold,Shani Davis,23.0
2278,2006,Speedskating,"Men's 1,000 Meters",United States,Men,2,silver,Joey Cheek,26.0
2279,2006,Speedskating,"Men's 1,000 Meters",Netherlands,Men,3,bronze,Erben Wennemars,30.0
2280,2006,Speedskating,"Men's 1,500 Meters",Italy,Men,1,gold,Enrico Fabris,24.0
2281,2006,Speedskating,"Men's 1,500 Meters",United States,Men,2,silver,Shani Davis,23.0
2282,2006,Speedskating,"Men's 1,500 Meters",United States,Men,3,bronze,Chad Hedrick,28.0
2283,2006,Speedskating,"Men's 5,000 Meters",United States,Men,1,gold,Chad Hedrick,28.0
2284,2006,Speedskating,"Men's 5,000 Meters",Netherlands,Men,2,silver,Sven Kramer,19.0
2285,2006,Speedskating,"Men's 5,000 Meters",Italy,Men,3,bronze,Enrico Fabris,24.0
2286,2006,Speedskating,"Men's 10,000 Meters",Netherlands,Men,1,gold,Bob de Jong,29.0
2287,2006,Speedskating,"Men's 10,000 Meters",United States,Men,2,silver,Chad Hedrick,28.0
2288,2006,Speedskating,"Men's 10,000 Meters",Netherlands,Men,3,bronze,Carl Verheijen,30.0
2289,2006,Speedskating,Men's Team Pursuit (8 laps),Italy,Men,1,gold,Italy,
2290,2006,Speedskating,Men's Team Pursuit (8 laps),Canada,Men,2,silver,Canada,
2291,2006,Speedskating,Men's Team Pursuit (8 laps),Netherlands,Men,3,bronze,Netherlands,
2292,2006,Speedskating,Women's 500 Meters,Russia,Women,1,gold,Svetlana Boyarkina-Zhurova,34.0
2293,2006,Speedskating,Women's 500 Meters,China,Women,2,silver,Wang Manli,32.0
2294,2006,Speedskating,Women's 500 Meters,China,Women,3,bronze,Ren Hui,22.0
2295,2006,Speedskating,"Women's 1,000 Meters",Netherlands,Women,1,gold,Marianne Timmer,31.0
2296,2006,Speedskating,"Women's 1,000 Meters",Canada,Women,2,silver,Cindy Klassen,26.0
2297,2006,Speedskating,"Women's 1,000 Meters",Germany,Women,3,bronze,Anni Friesinger-Postma,29.0
2298,2006,Speedskating,"Women's 1,500 Meters",Canada,Women,1,gold,Cindy Klassen,26.0
2299,2006,Speedskating,"Women's 1,500 Meters",Canada,Women,2,silver,Kristina Groves,29.0
2300,2006,Speedskating,"Women's 1,500 Meters",Netherlands,Women,3,bronze,Ireen WÃ¼st,19.0
2301,2006,Speedskating,"Women's 3,000 Meters",Netherlands,Women,1,gold,Ireen WÃ¼st,19.0
2302,2006,Speedskating,"Women's 3,000 Meters",Netherlands,Women,2,silver,Renate Groenewold,29.0
2303,2006,Speedskating,"Women's 3,000 Meters",Canada,Women,3,bronze,Cindy Klassen,26.0
2304,2006,Speedskating,"Women's 5,000 Meters",Canada,Women,1,gold,Clara Hughes,33.0
2305,2006,Speedskating,"Women's 5,000 Meters",Germany,Women,2,silver,Claudia Pechstein,33.0
2306,2006,Speedskating,"Women's 5,000 Meters",Canada,Women,3,bronze,Cindy Klassen,26.0
2307,2006,Speedskating,Women's Team Pursuit (6 laps),Germany,Women,1,gold,Germany,
2308,2006,Speedskating,Women's Team Pursuit (6 laps),Canada,Women,2,silver,Canada,
2309,2006,Speedskating,Women's Team Pursuit (6 laps),Russia,Women,3,bronze,Russia,
2310,2010,Alpine Skiing,Men's Downhill,Switzerland,Men,1,gold,Didier DÃ©fago,32.0
2311,2010,Alpine Skiing,Men's Downhill,Norway,Men,2,silver,Aksel Lund Svindal,27.0
2312,2010,Alpine Skiing,Men's Downhill,United States,Men,3,bronze,Bode Miller,32.0
2313,2010,Alpine Skiing,Men's Super G,Norway,Men,1,gold,Aksel Lund Svindal,27.0
2314,2010,Alpine Skiing,Men's Super G,United States,Men,2,silver,Bode Miller,32.0
2315,2010,Alpine Skiing,Men's Super G,United States,Men,3,bronze,Andrew Weibrecht,24.0
2316,2010,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,1,gold,Carlo Janka,23.0
2317,2010,Alpine Skiing,Men's Giant Slalom,Norway,Men,2,silver,Kjetil Jansrud,24.0
2318,2010,Alpine Skiing,Men's Giant Slalom,Norway,Men,3,bronze,Aksel Lund Svindal,27.0
2319,2010,Alpine Skiing,Men's Slalom,Italy,Men,1,gold,Giuliano Razzoli,25.0
2320,2010,Alpine Skiing,Men's Slalom,Croatia,Men,2,silver,Ivica KosteliÄ‡,30.0
2321,2010,Alpine Skiing,Men's Slalom,Sweden,Men,3,bronze,AndrÃ© Myhrer,27.0
2322,2010,Alpine Skiing,Men's Combined,United States,Men,1,gold,Bode Miller,32.0
2323,2010,Alpine Skiing,Men's Combined,Croatia,Men,2,silver,Ivica KosteliÄ‡,30.0
2324,2010,Alpine Skiing,Men's Combined,Switzerland,Men,3,bronze,Silvan Zurbriggen,28.0
2325,2010,Alpine Skiing,Women's Downhill,United States,Women,1,gold,Lindsey Kildow-Vonn,25.0
2326,2010,Alpine Skiing,Women's Downhill,United States,Women,2,silver,Julia Mancuso,25.0
2327,2010,Alpine Skiing,Women's Downhill,Austria,Women,3,bronze,Elisabeth GÃ¶rgl,28.0
2328,2010,Alpine Skiing,Women's Super G,Austria,Women,1,gold,Andrea Fischbacher,24.0
2329,2010,Alpine Skiing,Women's Super G,Slovenia,Women,2,silver,Tina Maze,26.0
2330,2010,Alpine Skiing,Women's Super G,United States,Women,3,bronze,Lindsey Kildow-Vonn,25.0
2331,2010,Alpine Skiing,Women's Giant Slalom,Germany,Women,1,gold,Viktoria Rebensburg,20.0
2332,2010,Alpine Skiing,Women's Giant Slalom,Slovenia,Women,2,silver,Tina Maze,26.0
2333,2010,Alpine Skiing,Women's Giant Slalom,Austria,Women,3,bronze,Elisabeth GÃ¶rgl,28.0
2334,2010,Alpine Skiing,Women's Slalom,Germany,Women,1,gold,Maria Riesch,25.0
2335,2010,Alpine Skiing,Women's Slalom,Austria,Women,2,silver,Marlies Schild,28.0
2336,2010,Alpine Skiing,Women's Slalom,Czech Republic,Women,3,bronze,Å Ã¡rka ZÃ¡hrobskÃ¡,25.0
2337,2010,Alpine Skiing,Women's Combined,Germany,Women,1,gold,Maria Riesch,25.0
2338,2010,Alpine Skiing,Women's Combined,United States,Women,2,silver,Julia Mancuso,25.0
2339,2010,Alpine Skiing,Women's Combined,Sweden,Women,3,bronze,Anja PÃ¤rson,28.0
2340,2010,Biathlon,Men's 10-Kilometer Sprint,France,Men,1,gold,Vincent Jay,24.0
2341,2010,Biathlon,Men's 10-Kilometer Sprint,Norway,Men,2,silver,Emil Hegle Svendsen,24.0
2342,2010,Biathlon,Men's 10-Kilometer Sprint,Croatia,Men,3,bronze,Jakov Fak,22.0
2343,2010,Biathlon,Men's 12.5-Kilometer pursuit,Sweden,Men,1,gold,BjÃ¶rn Ferry,31.0
2344,2010,Biathlon,Men's 12.5-Kilometer pursuit,Austria,Men,2,silver,Christoph Sumann,34.0
2345,2010,Biathlon,Men's 12.5-Kilometer pursuit,France,Men,3,bronze,Vincent Jay,24.0
2346,2010,Biathlon,Men's 15-Kilometer Mass Start,Russia,Men,1,gold,Yevgeny Ustyugov,24.0
2347,2010,Biathlon,Men's 15-Kilometer Mass Start,France,Men,2,silver,Martin Fourcade,21.0
2348,2010,Biathlon,Men's 15-Kilometer Mass Start,Slovakia,Men,3,bronze,Pavol Hurajt,32.0
2349,2010,Biathlon,Men's 20 Kilometers,Norway,Men,1,gold,Emil Hegle Svendsen,24.0
2350,2010,Biathlon,Men's 20 Kilometers,Belarus,Men,2,silver,Sergey Novikov,30.0
2351,2010,Biathlon,Men's 20 Kilometers,Norway,Men,2,silver,Ole Einar BjÃ¸rndalen,36.0
2352,2010,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Norway,Men,1,gold,Norway,
2353,2010,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Austria,Men,2,silver,Austria,
2354,2010,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Russia,Men,3,bronze,Russia,
2355,2010,Biathlon,Women's 7.5-Kilometer Sprint,Slovakia,Women,1,gold,Anastasia Kuzmina,25.0
2356,2010,Biathlon,Women's 7.5-Kilometer Sprint,Germany,Women,2,silver,Magdalena Neuner,23.0
2357,2010,Biathlon,Women's 7.5-Kilometer Sprint,France,Women,3,bronze,Marie Dorin,23.0
2358,2010,Biathlon,Women's 10-Kilometer pursuit,Germany,Women,1,gold,Magdalena Neuner,23.0
2359,2010,Biathlon,Women's 10-Kilometer pursuit,Slovakia,Women,2,silver,Anastasia Kuzmina,25.0
2360,2010,Biathlon,Women's 10-Kilometer pursuit,France,Women,3,bronze,Marie Laure Brunet,21.0
2361,2010,Biathlon,Women's 12.5-Kilometer Mass Start,Germany,Women,1,gold,Magdalena Neuner,23.0
2362,2010,Biathlon,Women's 12.5-Kilometer Mass Start,Russia,Women,2,silver,Olga Zaytseva,31.0
2363,2010,Biathlon,Women's 12.5-Kilometer Mass Start,Germany,Women,3,bronze,Simone Hauswald,30.0
2364,2010,Biathlon,Women's 15 Kilometers,Norway,Women,1,gold,Tora Berger,28.0
2365,2010,Biathlon,Women's 15 Kilometers,Kazakhstan,Women,2,silver,Yelena Khrustalyova,29.0
2366,2010,Biathlon,Women's 15 Kilometers,Belarus,Women,3,bronze,Darya Domracheva,23.0
2367,2010,Biathlon,Women's 4 Ã— 6-Kilometer Relay,Russia,Women,1,gold,Russia,
2368,2010,Biathlon,Women's 4 Ã— 6-Kilometer Relay,France,Women,2,silver,France,
2369,2010,Biathlon,Women's 4 Ã— 6-Kilometer Relay,Germany,Women,3,bronze,Germany,
2370,2010,Bobsled,Men's Two,Germany,Men,1,gold,Germany-1,
2371,2010,Bobsled,Men's Two,Germany,Men,2,silver,Germany-2,
2372,2010,Bobsled,Men's Two,Russia,Men,3,bronze,Russia-1,
2373,2010,Bobsled,Men's Four,United States,Men,1,gold,United States-1,
2374,2010,Bobsled,Men's Four,Germany,Men,2,silver,Germany-1,
2375,2010,Bobsled,Men's Four,Canada,Men,3,bronze,Canada-1,
2376,2010,Bobsled,Women's Two,Canada,Women,1,gold,Canada-1,
2377,2010,Bobsled,Women's Two,Canada,Women,2,silver,Canada-2,
2378,2010,Bobsled,Women's Two,United States,Women,3,bronze,United States-2,
2379,2010,Cross-Country Skiing,Men's Sprint,Russia,Men,1,gold,Nikita Kryukov,24.0
2380,2010,Cross-Country Skiing,Men's Sprint,Russia,Men,2,silver,Aleksandr Panzhinsky,20.0
2381,2010,Cross-Country Skiing,Men's Sprint,Norway,Men,3,bronze,"Petter Northug, Jr.",24.0
2382,2010,Cross-Country Skiing,Men's 15 Kilometers,Switzerland,Men,1,gold,Dario Cologna,23.0
2383,2010,Cross-Country Skiing,Men's 15 Kilometers,Italy,Men,2,silver,Pietro Piller Cottrer,35.0
2384,2010,Cross-Country Skiing,Men's 15 Kilometers,Czech Republic,Men,3,bronze,LukÃ¡Å¡ Bauer,32.0
2385,2010,Cross-Country Skiing,Men's 50 Kilometers,Norway,Men,1,gold,"Petter Northug, Jr.",24.0
2386,2010,Cross-Country Skiing,Men's 50 Kilometers,Germany,Men,2,silver,Axel Teichmann,30.0
2387,2010,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,3,bronze,Johan Olsson,29.0
2388,2010,Cross-Country Skiing,Men's 30 km Skiathlon,Sweden,Men,1,gold,Marcus Hellner,24.0
2389,2010,Cross-Country Skiing,Men's 30 km Skiathlon,Germany,Men,2,silver,Tobias Angerer,32.0
2390,2010,Cross-Country Skiing,Men's 30 km Skiathlon,Sweden,Men,3,bronze,Johan Olsson,29.0
2391,2010,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,1,gold,Sweden,
2392,2010,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Norway,Men,2,silver,Norway,
2393,2010,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Czech Republic,Men,3,bronze,Czech Republic,
2394,2010,Cross-Country Skiing,Men's Team Sprint,Norway,Men,1,gold,Norway,
2395,2010,Cross-Country Skiing,Men's Team Sprint,Germany,Men,2,silver,Germany,
2396,2010,Cross-Country Skiing,Men's Team Sprint,Russia,Men,3,bronze,Russia,
2397,2010,Cross-Country Skiing,Women's Sprint,Norway,Women,1,gold,Marit BjÃ¸rgen,29.0
2398,2010,Cross-Country Skiing,Women's Sprint,Poland,Women,2,silver,Justyna Kowalczyk,27.0
2399,2010,Cross-Country Skiing,Women's Sprint,Slovenia,Women,3,bronze,Petra MajdiÄ,30.0
2400,2010,Cross-Country Skiing,Women's 10 Kilometers,Sweden,Women,1,gold,Charlotte Kalla,22.0
2401,2010,Cross-Country Skiing,Women's 10 Kilometers,Estonia,Women,2,silver,Kristina Å migun-VÃ¤hi,32.0
2402,2010,Cross-Country Skiing,Women's 10 Kilometers,Norway,Women,3,bronze,Marit BjÃ¸rgen,29.0
2403,2010,Cross-Country Skiing,Women's 30 Kilometers,Poland,Women,1,gold,Justyna Kowalczyk,27.0
2404,2010,Cross-Country Skiing,Women's 30 Kilometers,Norway,Women,2,silver,Marit BjÃ¸rgen,29.0
2405,2010,Cross-Country Skiing,Women's 30 Kilometers,Finland,Women,3,bronze,Aino-Kaisa Saarinen,31.0
2406,2010,Cross-Country Skiing,Women's 15 km Skiathlon,Norway,Women,1,gold,Marit BjÃ¸rgen,29.0
2407,2010,Cross-Country Skiing,Women's 15 km Skiathlon,Sweden,Women,2,silver,Anna Haag,23.0
